CHPProbeSetName	H_ARP1-0h	H_ARP1-2h	H_ARP1-4h	H_ARP1-6h	H_ARP1-8h	H_ARP1-10h	H_ARP1-012h		med£¨£©			B-J	C-J	D-J	E-J	F-J	G-J	H-J			mad()			B-J	C-J	D-J	E-J	F-J	G-J	H-J			U1=(x-med)/9*mad	U2	U3	U4	U5	U6	U7		W1	W2	W3	W4	W5	W6	W7			Z1	Z2	Z3	Z4	Z5	Z6	Z7
200040_at	1504.9	2003	1313.1	1328.6	1720.1	1077	1122.6		1328.6			176.3	674.4	15.5	0	391.5	251.6	206			206			176.3	674.4	-15.5	0	391.5	-251.6	-206			0.095091694	0.363754045	-0.008360302	0	0.211165049	-0.13570658	-0.111111111		0.888617156	0.479012897	0.991501082	1	0.720054044	0.832752421	0.867076496			156.6632046	323.0462976	-15.36826677	0	281.9011581	-209.5205091	-178.6177582
200041_s_at	1765.6	2224.2	1744.5	1737.5	1977.5	1365.6	1284.4		1744.5			21.1	479.7	0	7	233	378.9	460.1			233			21.1	479.7	0	-7	233	-378.9	-460.1			0.010061993	0.228755365	0	-0.003338102	0.111111111	-0.180686695	-0.219408679		0.989737567	0.692639607	1	0.996639687	0.867076496	0.766689227	0.707244727			20.88346267	332.2592195	0	-6.976477807	202.0288236	-290.4985482	-325.403299
200042_at	539.1	739.6	427.5	487.6	538.6	377	387.6		487.6			51.5	252	60.1	0	51	110.6	100			60.1			51.5	252	-60.1	0	51	-110.6	-100			0.095211684	0.465890183	-0.111111111	0	0.094287299	-0.204474025	-0.184877057		0.888458379	0.327411971	0.867076496	1	0.889680539	0.730395302	0.76035417			45.75560654	82.50781666	-52.11129741	0	45.37370751	-80.78172037	-76.03541703
200043_at	3514.3	3616.4	2850.8	2270.3	2712.5	2034.9	1853.8		2712.5			801.8	903.9	138.3	442.2	0	677.6	858.7			677.6			801.8	903.9	138.3	-442.2	0	-677.6	-858.7			0.131477109	0.148219205	0.022678079	-0.072510823	0	-0.111111111	-0.140807425		0.838755444	0.814766463	0.976316915	0.917761676	1	0.867076496	0.825460363			672.5141153	736.4674063	135.0246294	-405.8342131	0	-587.5310337	-708.8228137
200044_at	862.7	1052.8	683.8	632.4	961.6	565.8	583.1		683.8			178.9	369	0	51.4	277.8	118	100.7			118			178.9	369	0	-51.4	277.8	-118	-100.7			0.168455744	0.347457627	0	-0.048399247	0.261581921	-0.111111111	-0.094821092		0.785019852	0.504494444	1	0.94714775	0.640822685	0.867076496	0.888975083			140.4400515	186.1584499	0	-48.68339433	178.0205418	-102.3150265	-89.51979085
200045_at	296.7	552.1	400	379.9	428.8	276.7	304.5		379.9			83.2	172.2	20.1	0	48.9	103.2	75.4			75.4			-83.2	172.2	20.1	0	48.9	-103.2	-75.4			-0.122605364	0.253757737	0.029619805	0	0.072060124	-0.152077807	-0.111111111		0.851214771	0.653230985	0.968678249	1	0.918327941	0.809154826	0.867076496			-70.82106891	112.4863756	19.47043281	0	44.90623634	-83.504778	-65.37756779
200046_at	308.5	342.1	232.6	240.4	252.5	210.8	203		240.4			68.1	101.7	7.8	0	12.1	29.6	37.4			29.6			68.1	101.7	-7.8	0	12.1	-29.6	-37.4			0.255630631	0.381756757	-0.029279279	0	0.04542042	-0.111111111	-0.14039039		0.65026336	0.451171159	0.969057083	1	0.95064502	0.867076496	0.826058651			44.28293483	45.88410685	-7.558645247	0	11.50280474	-25.66546428	-30.89459356
200047_s_at	845.8	1204.9	673.6	662.5	1144.3	691.7	853.2		845.8			0	359.1	172.2	183.3	298.5	154.1	7.4			172.2			0	359.1	-172.2	-183.3	298.5	-154.1	7.4			0	0.231707317	-0.111111111	-0.118273326	0.192605497	-0.099432185	0.00477481		1	0.688010607	0.867076496	0.857231003	0.748601992	0.882848449	0.995179811			0	247.0646092	-149.3105726	-157.1304428	223.4576946	-136.046946	7.364330599
200048_s_at	1004.2	1371.1	874.5	974	1130.9	761.4	758.9		974			30.2	397.1	99.5	0	156.9	212.6	215.1			156.9			30.2	397.1	-99.5	0	156.9	-212.6	-215.1			0.021386587	0.281212379	-0.070462432	0	0.111111111	-0.15055591	-0.152326322		0.977718409	0.609598682	0.920330259	1	0.867076496	0.811371694	0.808792393			29.52709596	242.0716367	-91.57286074	0	136.0443022	-172.4976221	-173.9712436
200049_at	124.6	197.8	170.2	142.5	170.3	116.5	137.9		142.5			17.9	55.3	27.7	0	27.8	26	4.6			26			-17.9	55.3	27.7	0	27.8	-26	-4.6			-0.076495726	0.236324786	0.118376068	0	0.118803419	-0.111111111	-0.01965812		0.912727948	0.680755624	0.857088844	1	0.856497264	0.867076496	0.979584336			-16.33783027	37.64578602	23.74136099	0	23.81062394	-22.54398889	-4.506087948
200050_at	465	639.4	368.2	414.1	497.2	309.2	358.5		414.1			50.9	225.3	45.9	0	83.1	104.9	55.6			55.6			50.9	225.3	-45.9	0	83.1	-104.9	-55.6			0.101718625	0.450239808	-0.091726619	0	0.166067146	-0.209632294	-0.111111111		0.879789082	0.349461641	0.893053668	1	0.788570216	0.722427561	0.867076496			44.78126427	78.73370782	-40.99116335	0	65.53018497	-75.78265118	-48.20945317
200051_at	164.8	220.4	136.9	139.1	168.5	135.1	126.1		139.1			25.7	81.3	2.2	0	29.4	4	13			13			25.7	81.3	-2.2	0	29.4	-4	-13			0.21965812	0.694871795	-0.018803419	0	0.251282051	-0.034188034	-0.111111111		0.706856034	0.081605751	0.980502863	1	0.657150985	0.963555562	0.867076496			18.16620008	6.634547582	-2.157106299	0	19.32023897	-3.854222246	-11.27199445
200052_s_at	1040.6	1254.1	883.4	952.5	1129.7	688.9	833.5		952.5			88.1	301.6	69.1	0	177.2	263.6	119			119			88.1	301.6	-69.1	0	177.2	-263.6	-119			0.08225957	0.281605976	-0.064519141	0	0.165452848	-0.246125117	-0.111111111		0.905362418	0.608971798	0.92770878	1	0.789481674	0.665305512	0.867076496			79.76242907	183.6658943	-64.10467672	0	139.8961526	-175.3745331	-103.182103
200053_at	202.2	216.5	197.3	176.6	204.8	168.5	160.6		197.3			4.9	19.2	0	20.7	7.5	28.8	36.7			19.2			4.9	19.2	0	-20.7	7.5	-28.8	-36.7			0.028356481	0.111111111	0	-0.119791667	0.043402778	-0.166666667	-0.212384259		0.97008157	0.867076496	1	0.855127533	0.952996539	0.787680041	0.71816418			4.753399691	16.64786872	0	-17.70113994	7.147474041	-22.68518517	-26.35662539
200054_at	118.6	134.3	82.2	98.6	130.7	76.2	91.8		98.6			20	35.7	16.4	0	32.1	22.4	6.8			20			20	35.7	-16.4	0	32.1	-22.4	-6.8			0.111111111	0.198333333	-0.091111111	0	0.178333333	-0.124444444	-0.037777778		0.867076496	0.739838212	0.893861721	1	0.77023515	0.848647098	0.959477691			17.34152992	26.41222415	-14.65933223	0	24.72454831	-19.009695	-6.524448297
200055_at	465.3	585.4	490.8	531.6	531.4	427.2	408.5		490.8			25.5	94.6	0	40.8	40.6	63.6	82.3			40.8			-25.5	94.6	0	40.8	40.6	-63.6	-82.3			-0.069444444	0.257625272	0	0.111111111	0.110566449	-0.173202614	-0.22412854		0.921601932	0.647100968	1	0.867076496	0.867819933	0.777935031	0.699879669			-23.50084927	61.21575156	0	35.37672103	35.23348929	-49.47666798	-57.60009673
200056_s_at	105.8	209.7	98.3	103.6	150.1	63.3	86.8		103.6			2.2	106.1	5.3	0	46.5	40.3	16.8			16.8			2.2	106.1	-5.3	0	46.5	-40.3	-16.8			0.014550265	0.701719577	-0.03505291	0	0.307539683	-0.266534392	-0.111111111		0.98503252	0.076851127	0.962577273	1	0.567668018	0.632955589	0.867076496			2.167071543	8.153904583	-5.101659548	0	26.39656285	-25.50811022	-14.56688513
200057_s_at	2862.5	3342	2078.8	2195	3083.4	2043.3	2396.5		2396.5			466	945.5	317.7	201.5	686.9	353.2	0			353.2			466	945.5	-317.7	-201.5	686.9	-353.2	0			0.1465962	0.297439285	-0.099943375	-0.0633887	0.216087832	-0.111111111	0		0.817117879	0.583748359	0.882165675	0.929099575	0.712413438	0.867076496	1			380.7769316	551.9340734	-280.2640349	-187.2135644	489.3567908	-306.2514184	0
200058_s_at	1143.7	1515.2	1141.6	993.9	1485.4	875.3	937.4		1141.6			2.1	373.6	0	147.7	343.8	266.3	204.2			204.2			2.1	373.6	0	-147.7	343.8	-266.3	-204.2			0.001142671	0.203286538	0	-0.080367831	0.187071499	-0.144901513	-0.111111111		0.998854721	0.73222505	1	0.907790748	0.757026018	0.819567395	0.867076496			2.097594913	273.5592787	0	-134.0806935	260.265545	-218.2507974	-177.0570205
200059_s_at	1753.1	2458.8	1679.8	1680.7	2791	1296.2	1567.7		1680.7			72.4	778.1	0.9	0	1110.3	384.5	113			113			72.4	778.1	-0.9	0	1110.3	-384.5	-113			0.071189774	0.765093412	-0.000884956	0	1.091740413	-0.378072763	-0.111111111		0.919419691	0.040385083	0.999113479	1	0	0.45683885	0.867076496			66.56598566	31.42363299	-0.899202131	0	0	-175.6545376	-97.97964404
200060_s_at	669.9	1086.3	936	586.6	812.3	559.2	507.3		669.9			0	416.4	266.1	83.3	142.4	110.7	162.6			142.4			0	416.4	266.1	-83.3	142.4	-110.7	-162.6			0	0.324906367	0.207631086	-0.064996879	0.111111111	-0.086376404	-0.126872659		1	0.540085367	0.725522449	0.927119791	0.867076496	0.900041575	0.845244683			0	224.8915467	193.0615237	-77.22907855	123.471693	-99.63460233	-137.4367854
200061_s_at	4655.4	5081.2	3445.3	3640.2	4977.3	3723.1	4215		4215			440.4	866.2	769.7	574.8	762.3	491.9	0			574.8			440.4	866.2	-769.7	-574.8	762.3	-491.9	0			0.08513106	0.167439882	-0.148786051	-0.111111111	0.147355602	-0.095086214	0		0.901656337	0.786531029	0.813943956	0.867076496	0.816018322	0.888624406	1			397.089451	681.2931774	-626.4926631	-498.3955699	622.0507667	-437.1143454	0
200062_s_at	5672.2	6356	4476.4	4379.1	6160	4627.4	4851.3		4851.3			820.9	1504.7	374.9	472.2	1308.7	223.9	0			472.2			820.9	1504.7	-374.9	-472.2	1308.7	-223.9	0			0.193162031	0.354063721	-0.088215916	-0.111111111	0.307943903	-0.052684832	0		0.747752428	0.494136844	0.897648207	0.867076496	0.567024903	0.942063557	1			613.8299682	743.5277086	-336.5283129	-409.4335214	742.0654903	-210.9280305	0
200063_s_at	4477.1	4904.4	3490.7	3123.7	4639.9	3599.3	3785.5		3785.5			691.6	1118.9	294.8	661.8	854.4	186.2	0			661.8			691.6	1118.9	-294.8	-661.8	854.4	-186.2	0			0.116114301	0.187854672	-0.049494644	-0.111111111	0.143447164	-0.031261543	0		0.860212338	0.755836519	0.945854117	0.867076496	0.821664787	0.966845917	1			594.922853	845.7054807	-278.8377936	-573.831225	702.030394	-180.0267097	0
200064_at	3207.1	4191.6	2807.8	2984.9	3605	2100.3	2262		2984.9			222.2	1206.7	177.1	0	620.1	884.6	722.9			620.1			222.2	1206.7	-177.1	0	620.1	-884.6	-722.9			0.039814367	0.216219606	-0.031733233	0	0.111111111	-0.158504901	-0.129531079		0.957143904	0.712208556	0.966317663	1	0.867076496	0.79974314	0.84150399			212.6773755	859.422065	-171.1348582	0	537.6741351	-707.4527817	-608.3232342
200065_s_at	929.2	1125.2	810.5	824.6	811.6	583.9	512.9		811.6			117.6	313.6	1.1	13	0	227.7	298.7			117.6			117.6	313.6	-1.1	13	0	-227.7	-298.7			0.111111111	0.296296296	-0.001039305	0.012282691	0	-0.215136054	-0.282218443		0.867076496	0.585568992	0.998958537	0.987419309	1	0.713892719	0.607996283			101.9681959	183.6344359	-1.098854391	12.83645101	0	-162.553372	-181.6084897
200066_at	415.7	526.5	347.7	388	460	296.8	371.6		388			27.7	138.5	40.3	0	72	91.2	16.4			40.3			27.7	138.5	-40.3	0	72	-91.2	-16.4			0.076371657	0.381858285	-0.111111111	0	0.198511166	-0.251447477	-0.045216432		0.9128854	0.451015193	0.867076496	1	0.739565422	0.656889152	0.9508834			25.28692557	62.4656042	-34.94318279	0	53.24871042	-59.90829062	-15.59448776
200067_x_at	303.4	413.2	233.7	239	334.4	268.8	268.2		268.8			34.6	144.4	35.1	29.8	65.6	0	0.6			34.6			34.6	144.4	-35.1	-29.8	65.6	0	-0.6			0.111111111	0.463712267	-0.112716763	-0.095696853	0.210661529	0	-0.001926782		0.867076496	0.330449435	0.864880472	0.887815975	0.720834052	1	0.998065807			30.00084676	47.71689849	-30.35730458	-26.45691605	47.28671382	0	-0.598839484
200068_s_at	1292.6	1756.9	1172.2	1182	1696.3	1102.5	1152.2		1182			110.6	574.9	9.8	0	514.3	79.5	29.8			79.5			110.6	574.9	-9.8	0	514.3	-79.5	-29.8			0.154577219	0.80349406	-0.013696716	0	0.718798043	-0.111111111	-0.041649196		0.805504196	0.024680644	0.985933258	1	0.065690825	0.867076496	0.955028871			89.08876409	14.18890201	-9.662145925	0	33.7847914	-68.93258143	-28.45986035
200069_at	140.1	188.2	125.8	110.5	178.8	122.2	140.7		140.1			0	48.1	14.3	29.6	38.7	17.9	0.6			17.9			0	48.1	-14.3	-29.6	38.7	-17.9	0.6			0	0.298572315	-0.088764742	-0.183736809	0.240223464	-0.111111111	0.003724395		1	0.581943724	0.896932257	0.762080664	0.674617369	0.867076496	0.996247966			0	27.99149314	-12.82613127	-22.55758767	26.1076922	-15.52066928	0.59774878
200070_at	137.3	160.1	115.2	98.7	126.9	57.9	113.8		115.2			22.1	44.9	0	16.5	11.7	57.3	1.4			16.5			22.1	44.9	0	-16.5	11.7	-57.3	-1.4			0.148821549	0.302356902	0	-0.111111111	0.078787879	-0.385858586	-0.009427609		0.813892426	0.575917053	1	0.867076496	0.909810715	0.444880108	0.990396315			17.98702262	25.85867566	0	-14.30676218	10.64478536	-25.49163018	-1.386554841
200071_at	261.3	444.3	225.6	202.7	350.6	196.3	231.1		231.1			30.2	213.2	5.5	28.4	119.5	34.8	0			30.2			30.2	213.2	-5.5	-28.4	119.5	-34.8	0			0.111111111	0.784400294	-0.020235467	-0.104488595	0.439661516	-0.12803532	0		0.867076496	0.031910166	0.978962321	0.876064002	0.364646579	0.843610695	1			26.18571018	6.803247418	-5.384292765	-24.88021765	43.57526619	-29.3576522	0
200072_s_at	1002.2	1458.1	1007.1	958.6	1487.2	890.6	946.8		1002.2			0	455.9	4.9	43.6	485	111.6	55.4			55.4			0	455.9	4.9	-43.6	485	-111.6	-55.4			0	0.914360209	0.009827517	-0.087444846	0.972723626	-0.223826715	-0.111111111		1	0.002301835	0.98998123	0.898652621	7.89755E-05	0.700351286	0.867076496			0	1.049406393	4.850908029	-39.18125428	0.038303119	-78.15920355	-48.03603788
200073_s_at	1517.9	2335	1666.3	1364.6	1689.3	1126.2	1007.4		1517.9			0	817.1	148.4	153.3	171.4	391.7	510.5			171.4			0	817.1	148.4	-153.3	171.4	-391.7	-510.5			0	0.529690134	0.096201219	-0.099377674	0.111111111	-0.25392195	-0.330934785		1	0.243421649	0.887147463	0.882921215	0.867076496	0.652970857	0.530540944			0	198.899829	131.6526836	-135.3518223	148.6169114	-255.7686847	-270.8411518
200074_s_at	1868.3	2146.4	1336.6	1525.7	2069.6	1361.8	1531		1531			337.3	615.4	194.4	5.3	538.6	169.2	0			194.4			337.3	615.4	-194.4	-5.3	538.6	-169.2	0			0.192786923	0.35173754	-0.111111111	-0.003029264	0.307841792	-0.096707819	0		0.748325087	0.497779915	0.867076496	0.996952439	0.567187358	0.886475286	1			252.410052	306.3337594	-168.5596708	-5.283847926	305.487111	-149.9916184	0
200075_s_at	540.1	596.6	519.9	524.1	411.7	281.1	312.6		519.9			20.2	76.7	0	4.2	108.2	238.8	207.3			76.7			20.2	76.7	0	4.2	-108.2	-238.8	-207.3			0.029262639	0.111111111	0	0.006084311	-0.156743445	-0.345936549	-0.300304216		0.969075584	0.867076496	1	0.993842103	0.802330444	0.506884274	0.579185543			19.5753268	66.50476724	0	4.174136833	-86.81215408	-121.0439647	-120.065163
200076_s_at	340.2	341.7	248.5	235.5	340.8	220.8	213.7		248.5			91.7	93.2	0	13	92.3	27.7	34.8			34.8			91.7	93.2	0	-13	92.3	-27.7	-34.8			0.292784163	0.297573436	0	-0.041507024	0.294699872	-0.08844189	-0.111111111		0.591164	0.583534682	1	0.955193174	0.588112077	0.897353525	0.867076496			54.20973877	54.38543241	0	-12.41751126	54.28274474	-24.85669266	-30.17426206
200077_s_at	2878.4	3076.6	2176.7	2144.4	2659.6	2066.5	2085.7		2176.7			701.7	899.9	0	32.3	482.9	110.2	91			110.2			701.7	899.9	0	-32.3	482.9	-110.2	-91			0.707501512	0.90734019	0	-0.03256705	0.486892519	-0.111111111	-0.091752369		0.072961385	0.002894213	1	0.965381895	0.298664905	0.867076496	0.893019839			51.19700394	2.604502555	0	-31.1818352	144.2252824	-95.55182985	-81.26480537
200078_s_at	276.7	303.7	277.3	288	264.5	206.2	205.6		276.7			0	27	0.6	11.3	12.2	70.5	71.1			12.2			0	27	0.6	11.3	-12.2	-70.5	-71.1			0	0.245901639	0.005464481	0.10291439	-0.111111111	-0.642076503	-0.647540984		1	0.665658535	0.994476125	0.878183508	0.867076496	0.123639546	0.118849765			0	17.97278045	0.596685675	9.923473644	-10.57833325	-8.716588023	-8.450218284
200079_s_at	1360.2	1793	1214.4	1213.2	1451.5	915.3	911.9		1214.4			145.8	578.6	0	1.2	237.1	299.1	302.5			237.1			145.8	578.6	0	-1.2	237.1	-299.1	-302.5			0.068325601	0.271146727	0	-0.000562351	0.111111111	-0.140165893	-0.14175922		0.922995869	0.625621539	1	0.999437017	0.867076496	0.826380566	0.824093511			134.5727977	361.9846224	0	-1.19932442	205.5838372	-247.1704274	-249.288287
200080_s_at	2477.6	3018.7	2367.4	1948.8	2963.5	2032.5	2053		2367.4			110.2	651.3	0	418.6	596.1	334.9	314.4			334.9			110.2	651.3	0	-418.6	596.1	-334.9	-314.4			0.036561494	0.216084403	0	-0.138880595	0.197770479	-0.111111111	-0.104309744		0.960864488	0.71241877	1	0.828221527	0.740701336	0.867076496	0.876305137			105.8872666	463.9983446	0	-346.6935312	441.5320666	-290.3839185	-275.510335
200081_s_at	5566.1	5573.9	4175.1	4080.4	5092.9	4063.8	4358.6		4358.6			1207.5	1215.3	183.5	278.2	734.3	294.8	0			294.8			1207.5	1215.3	-183.5	-278.2	734.3	-294.8	0			0.45511081	0.458050656	-0.069161767	-0.104854515	0.276760139	-0.111111111	0		0.342544273	0.338392953	0.921954481	0.87557039	0.616688277	0.867076496	1			413.6222091	411.2489555	-169.1786472	-243.5836824	452.8342019	-255.614151	0
200082_s_at	4088	4085.4	3067.1	3091.7	4392.6	3133.8	3534.6		3534.6			553.4	550.8	467.5	442.9	858	400.8	0			467.5			553.4	550.8	-467.5	-442.9	858	-400.8	0			0.131527035	0.130909091	-0.111111111	-0.105264409	0.203921569	-0.095258467	0		0.838684817	0.839558594	0.867076496	0.875017039	0.731246772	0.888396463	1			464.1281775	462.4288737	-405.3582619	-387.5450468	627.4097307	-356.0693024	0
200083_at	635.6	1090.7	669.9	616	835.7	570	501.9		635.6			0	455.1	34.3	19.6	200.1	65.6	133.7			65.6			0	455.1	34.3	-19.6	200.1	-65.6	-133.7			0	0.770833333	0.058096206	-0.033197832	0.338922764	-0.111111111	-0.22645664		1	0.03774068	0.935556355	0.964672325	0.517925935	0.867076496	0.696239062			0	17.1757835	32.08958297	-18.90757756	103.6369796	-56.88021813	-93.08716256
200084_at	899.1	1089.8	712.9	719.8	1069.5	599	676.7		719.8			179.3	370	6.9	0	349.7	120.8	43.1			120.8			179.3	370	-6.9	0	349.7	-120.8	-43.1			0.164919058	0.340323767	-0.006346578	0	0.32165195	-0.111111111	-0.03964312		0.790273134	0.515717596	0.993573377	1	0.545245318	0.867076496	0.957340702			141.6959729	190.8155106	-6.8556563	0	190.6722876	-104.7428407	-41.26138428
200085_s_at	840.1	867.2	661.5	719.8	880	584.7	610.9		719.8			120.3	147.4	58.3	0	160.2	135.1	108.9			120.3			120.3	147.4	-58.3	0	160.2	-135.1	-108.9			0.111111111	0.136141129	-0.053846864	0	0.147963425	-0.124780641	-0.100581879		0.867076496	0.832133404	0.940674377	1	0.815137394	0.848176844	0.881311862			104.3093025	122.6564637	-54.84131619	0	130.5850105	-114.5886916	-95.97486178
200086_s_at	876.1	1304.5	656.7	957.1	1182	711.9	870.5		876.1			0	428.4	219.4	81	305.9	164.2	5.6			164.2			0	428.4	-219.4	81	305.9	-164.2	-5.6			0	0.289890378	-0.148463933	0.054811206	0.206996887	-0.111111111	-0.003789417		1	0.595774346	0.814411437	0.939518123	0.726502272	0.867076496	0.996181973			0	255.2297297	-178.6818692	76.100968	222.2370449	-142.3739606	-5.578619047
200087_s_at	712.9	1097.6	628.2	601.5	953.7	565.6	568.8		628.2			84.7	469.4	0	26.7	325.5	62.6	59.4			62.6			84.7	469.4	0	-26.7	325.5	-62.6	-59.4			0.150337238	0.83315584	0	-0.047390841	0.577742279	-0.111111111	-0.10543131		0.811689844	0.015607445	1	0.94833505	0.187415249	0.867076496	0.874791599			68.75012982	7.326134507	0	-25.32054583	61.0036637	-54.27898865	-51.962621
200088_x_at	4337.7	4782.5	3250.4	3518.3	4526.5	3455.1	3526		3526			811.7	1256.5	275.6	7.7	1000.5	70.9	0			275.6			811.7	1256.5	-275.6	-7.7	1000.5	-70.9	0			0.327245606	0.506571521	-0.111111111	-0.003104338	0.403362361	-0.028584099	0		0.536379562	0.272679283	0.867076496	0.996876448	0.418284326	0.969829157	1			435.3792906	342.6215187	-238.9662823	-7.67594865	418.4934682	-68.76088726	0
200089_s_at	3067.9	3455	2537.7	2476.7	3423.3	2382.7	2603.7		2603.7			464.2	851.3	66	127	819.6	221	0			221			464.2	851.3	-66	-127	819.6	-221	0			0.23338361	0.428004022	-0.033182504	-0.063851181	0.412066365	-0.111111111	0		0.685378767	0.381625852	0.964689584	0.928531072	0.405223978	0.867076496	1			318.1528238	324.8780875	-63.66951255	-117.9234461	332.1215726	-191.6239056	0
200090_at	685.4	980.2	611.5	675.1	840.4	574.9	635.6		675.1			10.3	305.1	63.6	0	165.3	100.2	39.5			63.6			10.3	305.1	-63.6	0	165.3	-100.2	-39.5			0.01799441	0.533018868	-0.111111111	0	0.288784067	-0.175052411	-0.069007687		0.981369749	0.239327719	0.867076496	1	0.597536926	0.775163917	0.922146541			10.10810841	73.01888695	-55.14606514	0	98.7728539	-77.6714245	-36.42478838
200091_s_at	2418.7	2922.5	2152.9	2053.5	2964.1	2002.3	1975.4		2152.9			265.8	769.6	0	99.4	811.2	150.6	177.5			177.5			265.8	769.6	0	-99.4	811.2	-150.6	-177.5			0.166384977	0.481752739	0	-0.062222222	0.507793427	-0.0942723	-0.111111111		0.788098376	0.305606455	1	0.930530425	0.271097753	0.889700351	0.867076496			209.4765484	235.1947281	0	-92.4947242	219.9144976	-133.9888728	-153.906078
200092_s_at	4406.2	4769.6	3391	3326.3	4918.8	3489.1	3909.4		3909.4			496.8	860.2	518.4	583.1	1009.4	420.3	0			518.4			496.8	860.2	-518.4	-583.1	1009.4	-420.3	0			0.106481481	0.184370713	-0.111111111	-0.124978567	0.216349451	-0.090084877	0		0.873371415	0.761121087	0.867076496	0.847899871	0.712006656	0.895206607	1			433.8909189	654.7163592	-449.4924555	-494.410415	718.6995184	-376.2553369	0
200093_s_at	1460.7	1944.6	1445.1	1387.9	1711.4	1312.7	1209		1445.1			15.6	499.5	0	57.2	266.3	132.4	236.1			132.4			15.6	499.5	0	-57.2	266.3	-132.4	-236.1			0.013091641	0.41918429	0	-0.048002685	0.223481034	-0.111111111	-0.198136959		0.986570093	0.394632323	1	0.947615075	0.700891326	0.867076496	0.740139394			15.39049346	197.1188454	0	-54.20358231	186.6473602	-114.8009281	-174.7469109
200094_s_at	2006.2	2258.5	1727	1914.8	2618.8	1624.6	1867.4		1914.8			91.4	343.7	187.8	0	704	290.2	47.4			187.8			91.4	343.7	-187.8	0	704	-290.2	-47.4			0.054076441	0.203348716	-0.111111111	0	0.416518755	-0.171695657	-0.028044018		0.940399392	0.732129285	0.867076496	1	0.398589048	0.780188341	0.970427761			85.95250445	251.6328354	-162.8369659	0	280.6066895	-226.4106564	-45.99827586
200095_x_at	8862.7	8209.9	6700.7	6265.7	8151.8	6607.2	7420.2		7420.2			1442.5	789.7	719.5	1154.5	731.6	813	0			789.7			1442.5	789.7	-719.5	-1154.5	731.6	-813	0			0.202960337	0.111111111	-0.101233943	-0.162438619	0.102936417	-0.114389431	0		0.732727376	0.867076496	0.880438784	0.793944222	0.878153897	0.862585874	1			1056.95924	684.7303088	-633.4757051	-916.6086046	642.4573907	-701.2823153	0
200096_s_at	333	454.2	317.2	257	351.7	186.5	227.1		317.2			15.8	137	0	60.2	34.5	130.7	90.1			60.2			15.8	137	0	-60.2	34.5	-130.7	-90.1			0.029162052	0.252860834	0	-0.111111111	0.063676633	-0.241232927	-0.166297527		0.9691874	0.654651512	1	0.867076496	0.928745715	0.673026252	0.788228219			15.31316092	89.68725721	0	-52.19800506	32.04172716	-87.96453111	-71.01936252
200097_s_at	966.2	1350	977.7	864.5	1115.3	677.7	651.2		966.2			0	383.8	11.5	101.7	149.1	288.5	315			149.1			0	383.8	11.5	-101.7	149.1	-288.5	-315			0	0.286012371	0.008569938	-0.075788062	0.111111111	-0.214993666	-0.234741784		1	0.601952682	0.991284438	0.913625396	0.867076496	0.71411394	0.683244734			0	231.0294393	11.39977104	-92.91570278	129.2811055	-206.0218716	-215.2220912
200098_s_at	852	1071.8	672	671.9	1063.6	621.1	610.5		672			180	399.8	0	0.1	391.6	50.9	61.5			61.5			180	399.8	0	-0.1	391.6	-50.9	-61.5			0.325203252	0.722312556	0	-0.000180668	0.707497742	-0.091960253	-0.111111111		0.539614895	0.063517393	1	0.999819267	0.072963884	0.892746668	0.867076496			97.13068105	25.39425371	0	-0.099981927	28.57265703	-45.44080541	-53.3252045
200099_s_at	7120.5	7024.9	4979.6	4663	6588.3	5340.4	6176.6		6176.6			943.9	848.3	1197	1513.6	411.7	836.2	0			848.3			943.9	848.3	-1197	-1513.6	411.7	-836.2	0			0.123632887	0.111111111	-0.156784157	-0.198252715	0.053924843	-0.109526242	0		0.84978116	0.867076496	0.802270711	0.739961863	0.940580994	0.869237658	1			802.1084374	735.5409915	-960.3180411	-1120.006276	387.2371954	-726.85653	0
1007_s_at	116.5	146.4	101.9	145.5	173	132.2	128.9		132.2			15.7	14.2	30.3	13.3	40.8	0	3.3			14.2			-15.7	14.2	-30.3	13.3	40.8	0	-3.3			-0.1228482	0.111111111	-0.237089202	0.104068858	0.319248826	0	-0.025821596		0.85087619	0.867076496	0.679552974	0.876629776	0.549058513	1	0.972879761			-13.35875618	12.31248624	-20.59045512	11.65917602	22.40158734	0	-3.210503211
1053_at	196.5	269.9	184.1	183.2	216.6	141.9	126.1		184.1			12.4	85.8	0	0.9	32.5	42.2	58			32.5			12.4	85.8	0	-0.9	32.5	-42.2	-58			0.042393162	0.293333333	0	-0.003076923	0.111111111	-0.144273504	-0.198290598		0.954167947	0.590289096	1	0.9969042	0.867076496	0.820473619	0.739903759			11.83168254	50.64680442	0	-0.89721378	28.17998612	-34.62398673	-42.91441804
121_at	207.7	260.6	161.7	196.1	257.2	203.8	200.9		203.8			3.9	56.8	42.1	7.7	53.4	0	2.9			7.7			3.9	56.8	-42.1	-7.7	53.4	0	-2.9			0.056277056	0.81962482	-0.607503608	-0.111111111	0.770562771	0	-0.041847042		0.937754667	0.01943095	0.156246724	0.867076496	0.037862939	1	0.954800109			3.657243201	1.103677966	-6.577987065	-6.676489019	2.021880949	0	-2.768920317
